#Top: example_top   Floorplan: synth_1   Part: xcku3p-ffva676-2-i
#Generated by: johnh   on: Thu Jul 25 14:09:49 2024
#Build: Vivado v2022.2   by: xbuild   on: Fri Oct 14 05:00:03 MDT 2022
#Package Version: PRODUCTION 1.1 3/9/2017
#Package Pin Delay Version: PRODUCTION 1.0 8/23/2016

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
65,AF20,IOB_X0Y59,IO_L4N_T0U_N7_DBC_AD7N_A25_65,135.768,137.132,,,,,,,,,,,,,,,,,,,,
65,AF19,IOB_X0Y58,IO_L4P_T0U_N6_DBC_AD7P_A24_65,134.563,135.915,,,,,,,,,,,,,,,,,,,,
65,AD18,IOB_X0Y61,IO_L5N_T0U_N9_AD14N_A23_65,120.878,122.093,,,,,,,,,,,,,,,,,,,,
65,AC18,IOB_X0Y60,IO_L5P_T0U_N8_AD14P_A22_65,115.697,116.860,,,,,,,,,,,,,,,,,,,,
65,AF18,IOB_X0Y63,IO_L6N_T0U_N11_AD6N_A21_65,138.734,140.128,,,,,,,,,,,,,,,,,,,,
65,AF17,IOB_X0Y62,IO_L6P_T0U_N10_AD6P_A20_65,137.611,138.994,,,,,,,,,,,,,,,,,,,,
65,Y16,IOB_X0Y66,IO_L7N_T1L_N1_QBC_AD13N_A19_65,99.078,100.074,,,,,,,,,,,,,,,,,,,,
65,W16,IOB_X0Y65,IO_L7P_T1L_N0_QBC_AD13P_A18_65,98.340,99.328,,,,,,,,,,,,,,,,,,,,
65,Y21,IOB_X0Y68,IO_L8N_T1L_N3_AD5N_A17_65,90.421,91.330,,,,,,,,,,,,,,,,,,,,
65,W21,IOB_X0Y67,IO_L8P_T1L_N2_AD5P_A16_65,90.442,91.351,,,,,,,,,,,,,,,,,,,,
65,W19,IOB_X0Y70,IO_L9N_T1L_N5_AD12N_A15_D31_65,94.380,95.329,,,,,,,,,,,,,,,,,,,,
65,W18,IOB_X0Y69,IO_L9P_T1L_N4_AD12P_A14_D30_65,90.332,91.239,,,,,,,,,,,,,,,,,,,,
65,V19,IOB_X0Y72,IO_L10N_T1U_N7_QBC_AD4N_A13_D29_65,91.968,92.893,,,,,,,,,,,,,,,,,,,,
65,V18,IOB_X0Y71,IO_L10P_T1U_N6_QBC_AD4P_A12_D28_65,92.891,93.825,,,,,,,,,,,,,,,,,,,,
65,Y18,IOB_X0Y74,IO_L11N_T1U_N9_GC_A11_D27_65,99.795,100.798,,,,,,,,,,,,,,,,,,,,
65,Y17,IOB_X0Y73,IO_L11P_T1U_N8_GC_A10_D26_65,100.091,101.097,,,,,,,,,,,,,,,,,,,,
65,Y20,IOB_X0Y76,IO_L12N_T1U_N11_GC_A09_D25_65,92.114,93.040,,,,,,,,,,,,,,,,,,,,
65,W20,IOB_X0Y75,IO_L12P_T1U_N10_GC_A08_D24_65,90.793,91.705,,,,,,,,,,,,,,,,,,,,
65,AA20,IOB_X0Y79,IO_L13N_T2L_N1_GC_QBC_A07_D23_65,107.029,108.104,,,,,,,,,,,,,,,,,,,,
65,AA19,IOB_X0Y78,IO_L13P_T2L_N0_GC_QBC_A06_D22_65,105.671,106.733,,,,,,,,,,,,,,,,,,,,
65,AB20,IOB_X0Y81,IO_L14N_T2L_N3_GC_A05_D21_65,105.007,106.062,,,,,,,,,,,,,,,,,,,,
65,AB19,IOB_X0Y80,IO_L14P_T2L_N2_GC_A04_D20_65,105.056,106.112,,,,,,,,,,,,,,,,,,,,
65,AD19,IOB_X0Y83,IO_L15N_T2L_N5_AD11N_A03_D19_65,109.646,110.748,,,,,,,,,,,,,,,,,,,,
65,AC19,IOB_X0Y82,IO_L15P_T2L_N4_AD11P_A02_D18_65,105.624,106.686,,,,,,,,,,,,,,,,,,,,
65,AE21,IOB_X0Y85,IO_L16N_T2U_N7_QBC_AD3N_A01_D17_65,131.426,132.747,,,,,,,,,,,,,,,,,,,,
65,AE20,IOB_X0Y84,IO_L16P_T2U_N6_QBC_AD3P_A00_D16_65,132.655,133.988,,,,,,,,,,,,,,,,,,,,
65,AC21,IOB_X0Y87,IO_L17N_T2U_N9_AD10N_D15_65,126.648,127.921,,,,,,,,,,,,,,,,,,,,
65,AB21,IOB_X0Y86,IO_L17P_T2U_N8_AD10P_D14_65,120.666,121.879,,,,,,,,,,,,,,,,,,,,
65,AD21,IOB_X0Y89,IO_L18N_T2U_N11_AD2N_D13_65,128.553,129.845,,,,,,,,,,,,,,,,,,,,
65,AD20,IOB_X0Y88,IO_L18P_T2U_N10_AD2P_D12_65,123.022,124.258,,,,,,,,,,,,,,,,,,,,
65,AF22,IOB_X0Y92,IO_L19N_T3L_N1_DBC_AD9N_D11_65,163.922,165.569,,,,,,,,,,,,,,,,,,,,
65,AE22,IOB_X0Y91,IO_L19P_T3L_N0_DBC_AD9P_D10_65,162.635,164.269,,,,,,,,,,,,,,,,,,,,
65,AF25,IOB_X0Y94,IO_L20N_T3L_N3_AD1N_D09_65,175.087,176.846,,,,,,,,,,,,,,,,,,,,
65,AE25,IOB_X0Y93,IO_L20P_T3L_N2_AD1P_D08_65,171.432,173.155,,,,,,,,,,,,,,,,,,,,
65,AF24,IOB_X0Y96,IO_L21N_T3L_N5_AD8N_D07_65,173.930,175.678,,,,,,,,,,,,,,,,,,,,
65,AF23,IOB_X0Y95,IO_L21P_T3L_N4_AD8P_D06_65,167.243,168.924,,,,,,,,,,,,,,,,,,,,
65,AE26,IOB_X0Y98,IO_L22N_T3U_N7_DBC_AD0N_D05_65,187.533,189.418,,,,,,,,,,,,,,,,,,,,
65,AD26,IOB_X0Y97,IO_L22P_T3U_N6_DBC_AD0P_D04_65,186.214,188.086,,,,,,,,,,,,,,,,,,,,
65,AE23,IOB_X0Y100,IO_L23N_T3U_N9_PERSTN1_I2C_SDA_65,165.229,166.889,,,,,,,,,,,,,,,,,,,,
65,AD23,IOB_X0Y99,IO_L23P_T3U_N8_I2C_SCLK_65,162.108,163.737,,,,,,,,,,,,,,,,,,,,
65,AD25,IOB_X0Y102,IO_L24N_T3U_N11_DOUT_CSO_B_65,189.772,191.679,,,,,,,,,,,,,,,,,,,,
65,AD24,IOB_X0Y101,IO_L24P_T3U_N10_EMCCLK_65,185.512,187.376,,,,,,,,,,,,,,,,,,,,
65,AA16,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AC20,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AD17,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AE24,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,AF21,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
65,V17,,VREF_65,,,,,,,,,,,,,,,,,,,,,,
65,Y19,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,0.00-1.80,
66,D15,IOB_X0Y116,IO_T0U_N12_VRP_66,155.586,157.150,,,,,,,,,,,,,,,,,,,,
66,E15,IOB_X0Y129,IO_T1U_N12_66,121.433,122.653,,,,,,,,,,,,,,,,,,,,
66,D9,IOB_X0Y142,IO_T2U_N12_66,146.141,147.609,,,,,,,,,,,,,,,,,,,,
66,H12,IOB_X0Y155,IO_T3U_N12_66,139.428,140.829,,,,,,,,,,,,,,,,,,,,
66,C14,IOB_X0Y105,IO_L1N_T0L_N1_DBC_66,155.987,157.554,,,,,,,,,,,,,,,,,,,,
66,D14,IOB_X0Y104,IO_L1P_T0L_N0_DBC_66,155.832,157.398,,,,,,,,,,,,,,,,,,,,
66,A15,IOB_X0Y107,IO_L2N_T0L_N3_66,182.671,184.507,,,,,,,,,,,,,,,,,,,,
66,B15,IOB_X0Y106,IO_L2P_T0L_N2_66,172.789,174.526,,,,,,,,,,,,,,,,,,,,
66,C13,IOB_X0Y109,IO_L3N_T0L_N5_AD15N_66,155.121,156.680,,,,,,,,,,,,,,,,,,,,
66,D13,IOB_X0Y108,IO_L3P_T0L_N4_AD15P_66,158.103,159.692,,,,,,,,,,,,,,,,,,,,
66,A14,IOB_X0Y111,IO_L4N_T0U_N7_DBC_AD7N_66,176.895,178.673,,,,,,,,,,,,,,,,,,,,
66,B14,IOB_X0Y110,IO_L4P_T0U_N6_DBC_AD7P_66,175.563,177.327,,,,,,,,,,,,,,,,,,,,
66,B12,IOB_X0Y113,IO_L5N_T0U_N9_AD14N_66,166.158,167.828,,,,,,,,,,,,,,,,,,,,
66,C12,IOB_X0Y112,IO_L5P_T0U_N8_AD14P_66,161.484,163.107,,,,,,,,,,,,,,,,,,,,
66,A12,IOB_X0Y115,IO_L6N_T0U_N11_AD6N_66,182.704,184.540,,,,,,,,,,,,,,,,,,,,
66,A13,IOB_X0Y114,IO_L6P_T0U_N10_AD6P_66,182.621,184.456,,,,,,,,,,,,,,,,,,,,
66,G14,IOB_X0Y118,IO_L7N_T1L_N1_QBC_AD13N_66,112.698,113.830,,,,,,,,,,,,,,,,,,,,
66,H14,IOB_X0Y117,IO_L7P_T1L_N0_QBC_AD13P_66,111.543,112.664,,,,,,,,,,,,,,,,,,,,
66,F15,IOB_X0Y120,IO_L8N_T1L_N3_AD5N_66,114.063,115.210,,,,,,,,,,,,,,,,,,,,
66,G15,IOB_X0Y119,IO_L8P_T1L_N2_AD5P_66,112.461,113.592,,,,,,,,,,,,,,,,,,,,
66,H13,IOB_X0Y122,IO_L9N_T1L_N5_AD12N_66,113.192,114.330,,,,,,,,,,,,,,,,,,,,
66,J13,IOB_X0Y121,IO_L9P_T1L_N4_AD12P_66,110.129,111.236,,,,,,,,,,,,,,,,,,,,
66,F13,IOB_X0Y124,IO_L10N_T1U_N7_QBC_AD4N_66,123.121,124.359,,,,,,,,,,,,,,,,,,,,
66,F14,IOB_X0Y123,IO_L10P_T1U_N6_QBC_AD4P_66,122.269,123.498,,,,,,,,,,,,,,,,,,,,
66,F12,IOB_X0Y126,IO_L11N_T1U_N9_GC_66,129.907,131.213,,,,,,,,,,,,,,,,,,,,
66,G12,IOB_X0Y125,IO_L11P_T1U_N8_GC_66,128.544,129.835,,,,,,,,,,,,,,,,,,,,
66,E12,IOB_X0Y128,IO_L12N_T1U_N11_GC_66,134.355,135.705,,,,,,,,,,,,,,,,,,,,
66,E13,IOB_X0Y127,IO_L12P_T1U_N10_GC_66,132.990,134.327,,,,,,,,,,,,,,,,,,,,
66,D10,IOB_X0Y131,IO_L13N_T2L_N1_GC_QBC_66,140.352,141.763,,,,,,,,,,,,,,,,,,,,
66,E10,IOB_X0Y130,IO_L13P_T2L_N0_GC_QBC_66,140.992,142.409,,,,,,,,,,,,,,,,,,,,
66,D11,IOB_X0Y133,IO_L14N_T2L_N3_GC_66,145.049,146.507,,,,,,,,,,,,,,,,,,,,
66,E11,IOB_X0Y132,IO_L14P_T2L_N2_GC_66,143.947,145.394,,,,,,,,,,,,,,,,,,,,
66,C8,IOB_X0Y135,IO_L15N_T2L_N5_AD11N_66,159.785,161.391,,,,,,,,,,,,,,,,,,,,
66,C9,IOB_X0Y134,IO_L15P_T2L_N4_AD11P_66,163.878,165.525,,,,,,,,,,,,,,,,,,,,
66,B11,IOB_X0Y137,IO_L16N_T2U_N7_QBC_AD3N_66,144.998,146.455,,,,,,,,,,,,,,,,,,,,
66,C11,IOB_X0Y136,IO_L16P_T2U_N6_QBC_AD3P_66,143.882,145.329,,,,,,,,,,,,,,,,,,,,
66,D8,IOB_X0Y139,IO_L17N_T2U_N9_AD10N_66,155.442,157.004,,,,,,,,,,,,,,,,,,,,
66,E8,IOB_X0Y138,IO_L17P_T2U_N8_AD10P_66,154.669,156.224,,,,,,,,,,,,,,,,,,,,
66,A10,IOB_X0Y141,IO_L18N_T2U_N11_AD2N_66,154.727,156.282,,,,,,,,,,,,,,,,,,,,
66,B10,IOB_X0Y140,IO_L18P_T2U_N10_AD2P_66,152.652,154.186,,,,,,,,,,,,,,,,,,,,
66,H8,IOB_X0Y144,IO_L19N_T3L_N1_DBC_AD9N_66,154.788,156.343,,,,,,,,,,,,,,,,,,,,
66,H9,IOB_X0Y143,IO_L19P_T3L_N0_DBC_AD9P_66,153.944,155.491,,,,,,,,,,,,,,,,,,,,
66,F8,IOB_X0Y146,IO_L20N_T3L_N3_AD1N_66,166.332,168.004,,,,,,,,,,,,,,,,,,,,
66,F9,IOB_X0Y145,IO_L20P_T3L_N2_AD1P_66,161.422,163.044,,,,,,,,,,,,,,,,,,,,
66,J9,IOB_X0Y148,IO_L21N_T3L_N5_AD8N_66,150.177,151.687,,,,,,,,,,,,,,,,,,,,
66,J10,IOB_X0Y147,IO_L21P_T3L_N4_AD8P_66,146.451,147.923,,,,,,,,,,,,,,,,,,,,
66,F10,IOB_X0Y150,IO_L22N_T3U_N7_DBC_AD0N_66,151.508,153.031,,,,,,,,,,,,,,,,,,,,
66,G11,IOB_X0Y149,IO_L22P_T3U_N6_DBC_AD0P_66,150.150,151.659,,,,,,,,,,,,,,,,,,,,
66,H11,IOB_X0Y152,IO_L23N_T3U_N9_66,140.691,142.105,,,,,,,,,,,,,,,,,,,,
66,J11,IOB_X0Y151,IO_L23P_T3U_N8_66,138.978,140.374,,,,,,,,,,,,,,,,,,,,
66,G9,IOB_X0Y154,IO_L24N_T3U_N11_66,153.043,154.581,,,,,,,,,,,,,,,,,,,,
66,G10,IOB_X0Y153,IO_L24P_T3U_N10_66,153.794,155.340,,,,,,,,,,,,,,,,,,,,
66,B13,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,C10,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,E14,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,F11,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,G8,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,H15,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,J12,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,J14,,VREF_66,,,,,,,,,,,,,,,,,,,,,,
67,E23,IOB_X0Y168,IO_T0U_N12_VRP_67,100.674,101.686,,,,,,,,,,,,,,,,,,,,
67,A16,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,A26,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,B23,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,C20,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,D17,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,F21,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,G18,,VCCO_67,,,,,,,,,,,,,,,,,,,,VCCO_67,1.20,
67,J18,,VREF_67,,,,,,,,,,,,,,,,,,,,VREF_67,0.84,
84,AF15,IOB_X1Y1,IO_L1N_AD11N_84,92.455,93.384,,,,,,,,,,,,,,,,,,,,
84,AE16,IOB_X1Y0,IO_L1P_AD11P_84,90.257,91.165,,,,,,,,,,,,,,,,,,,,
84,AF13,IOB_X1Y3,IO_L2N_AD10N_84,106.733,107.806,,,,,,,,,,,,,,,,,,,,
84,AF14,IOB_X1Y2,IO_L2P_AD10P_84,102.374,103.403,,,,,,,,,,,,,,,,,,,,
84,AE15,IOB_X1Y5,IO_L3N_AD9N_84,89.781,90.683,,,,,,,,,,,,,,,,,,,,
84,AD15,IOB_X1Y4,IO_L3P_AD9P_84,87.004,87.878,,,,,,,,,,,,,,,,,,,,
84,AF12,IOB_X1Y7,IO_L4N_AD8N_84,110.638,111.750,,,,,,,,,,,,,,,,,,,,
84,AE12,IOB_X1Y6,IO_L4P_AD8P_84,108.891,109.986,,,,,,,,,,,,,,,,,,,,
84,AC13,IOB_X1Y9,IO_L5N_HDGC_AD7N_84,90.156,91.062,,,,,,,,,,,,,,,,,,,,
84,AC14,IOB_X1Y8,IO_L5P_HDGC_AD7P_84,88.817,89.710,,,,,,,,,,,,,,,,,,,,
84,AD13,IOB_X1Y11,IO_L6N_HDGC_AD6N_84,99.504,100.505,,,,,,,,,,,,,,,,,,,,
84,AD14,IOB_X1Y10,IO_L6P_HDGC_AD6P_84,98.619,99.610,,,,,,,,,,,,,,,,,,,,
84,AB15,IOB_X1Y27,IO_L7N_HDGC_AD5N_84,77.649,78.430,,,,,,,,,,,,,,,,,,,,
84,AA15,IOB_X1Y26,IO_L7P_HDGC_AD5P_84,76.455,77.223,,,,,,,,,,,,,,,,,,,,
84,Y15,IOB_X1Y29,IO_L8N_HDGC_AD4N_84,75.448,76.206,,,,,,,,,,,,,,,,,,,,
84,W15,IOB_X1Y28,IO_L8P_HDGC_AD4P_84,74.099,74.844,,,,,,,,,,,,,,,,,,,,
84,AB14,IOB_X1Y31,IO_L9N_AD3N_84,80.370,81.178,,,,,,,,,,,,,,,,,,,,
84,AA14,IOB_X1Y30,IO_L9P_AD3P_84,76.961,77.735,,,,,,,,,,,,,,,,,,,,
84,W13,IOB_X1Y33,IO_L10N_AD2N_84,74.076,74.820,,,,,,,,,,,,,,,,,,,,
84,W14,IOB_X1Y32,IO_L10P_AD2P_84,72.052,72.776,,,,,,,,,,,,,,,,,,,,
84,AA12,IOB_X1Y35,IO_L11N_AD1N_84,92.727,93.659,,,,,,,,,,,,,,,,,,,,
84,AA13,IOB_X1Y34,IO_L11P_AD1P_84,81.273,82.090,,,,,,,,,,,,,,,,,,,,
84,AB11,IOB_X1Y37,IO_L12N_AD0N_84,99.425,100.425,,,,,,,,,,,,,,,,,,,,
84,AB12,IOB_X1Y36,IO_L12P_AD0P_84,94.971,95.925,,,,,,,,,,,,,,,,,,,,
84,AB13,,VCCO_84,,,,,,,,,,,,,,,,,,,,VCCO_84,,
84,AE14,,VCCO_84,,,,,,,,,,,,,,,,,,,,VCCO_84,,
84,W12,,VCCO_84,,,,,,,,,,,,,,,,,,,,VCCO_84,,
85,AC11,IOB_X1Y53,IO_L1N_AD15N_85,107.323,108.401,,,,,,,,,,,,,,,,,,,,
85,AC12,IOB_X1Y52,IO_L1P_AD15P_85,107.146,108.223,,,,,,,,,,,,,,,,,,,,
85,AE11,IOB_X1Y55,IO_L2N_AD14N_85,118.939,120.134,,,,,,,,,,,,,,,,,,,,
85,AD11,IOB_X1Y54,IO_L2P_AD14P_85,115.499,116.659,,,,,,,,,,,,,,,,,,,,
85,AD9,IOB_X1Y57,IO_L3N_AD13N_85,117.257,118.435,,,,,,,,,,,,,,,,,,,,
85,AC9,IOB_X1Y56,IO_L3P_AD13P_85,113.298,114.437,,,,,,,,,,,,,,,,,,,,
85,AF10,IOB_X1Y59,IO_L4N_AD12N_85,134.569,135.921,,,,,,,,,,,,,,,,,,,,
85,AE10,IOB_X1Y58,IO_L4P_AD12P_85,131.534,132.856,,,,,,,,,,,,,,,,,,,,
85,AD8,IOB_X1Y61,IO_L5N_HDGC_85,125.691,126.954,,,,,,,,,,,,,,,,,,,,
85,AC8,IOB_X1Y60,IO_L5P_HDGC_85,124.423,125.673,,,,,,,,,,,,,,,,,,,,
85,AB9,IOB_X1Y63,IO_L6N_HDGC_85,114.904,116.058,,,,,,,,,,,,,,,,,,,,
85,AB10,IOB_X1Y62,IO_L6P_HDGC_85,113.556,114.698,,,,,,,,,,,,,,,,,,,,
85,AA9,IOB_X1Y79,IO_L7N_HDGC_85,109.070,110.166,,,,,,,,,,,,,,,,,,,,
85,AA10,IOB_X1Y78,IO_L7P_HDGC_85,107.743,108.826,,,,,,,,,,,,,,,,,,,,
85,Y10,IOB_X1Y81,IO_L8N_HDGC_85,107.578,108.659,,,,,,,,,,,,,,,,,,,,
85,Y11,IOB_X1Y80,IO_L8P_HDGC_85,106.261,107.329,,,,,,,,,,,,,,,,,,,,
85,AA8,IOB_X1Y83,IO_L9N_AD11N_85,117.054,118.230,,,,,,,,,,,,,,,,,,,,
85,Y8,IOB_X1Y82,IO_L9P_AD11P_85,113.850,114.994,,,,,,,,,,,,,,,,,,,,
85,V11,IOB_X1Y85,IO_L10N_AD10N_85,93.315,94.253,,,,,,,,,,,,,,,,,,,,
85,V12,IOB_X1Y84,IO_L10P_AD10P_85,89.394,90.292,,,,,,,,,,,,,,,,,,,,
85,W8,IOB_X1Y87,IO_L11N_AD9N_85,115.233,116.391,,,,,,,,,,,,,,,,,,,,
85,W9,IOB_X1Y86,IO_L11P_AD9P_85,111.204,112.322,,,,,,,,,,,,,,,,,,,,
85,W10,IOB_X1Y89,IO_L12N_AD8N_85,99.707,100.709,,,,,,,,,,,,,,,,,,,,
85,W11,IOB_X1Y88,IO_L12P_AD8P_85,95.000,95.955,,,,,,,,,,,,,,,,,,,,
85,AC10,,VCCO_85,,,,,,,,,,,,,,,,,,,,VCCO_85,,
85,AF11,,VCCO_85,,,,,,,,,,,,,,,,,,,,VCCO_85,,
85,Y9,,VCCO_85,,,,,,,,,,,,,,,,,,,,VCCO_85,,
224,Y5,GTYE4_COMMON_X0Y0,MGTREFCLK0N_224,52.642,53.172,,,,,,,,,,,,,,,,,,,,
224,Y6,GTYE4_COMMON_X0Y0,MGTREFCLK0P_224,53.019,53.552,,,,,,,,,,,,,,,,,,,,
224,AF1,GTYE4_CHANNEL_X0Y0,MGTYRXN0_224,111.538,112.659,,,,,,,,,,,,,,,,,,,,
224,AF2,GTYE4_CHANNEL_X0Y0,MGTYRXP0_224,111.442,112.562,,,,,,,,,,,,,,,,,,,,
224,AF5,GTYE4_CHANNEL_X0Y0,MGTYTXN0_224,88.896,89.789,,,,,,,,,,,,,,,,,,,,
224,AF6,GTYE4_CHANNEL_X0Y0,MGTYTXP0_224,88.843,89.736,,,,,,,,,,,,,,,,,,,,
224,V5,GTYE4_COMMON_X0Y0,MGTREFCLK1N_224,45.489,45.947,,,,,,,,,,,,,,,,,,,,
224,V6,GTYE4_COMMON_X0Y0,MGTREFCLK1P_224,45.733,46.193,,,,,,,,,,,,,,,,,,,,
224,AE3,GTYE4_CHANNEL_X0Y1,MGTYRXN1_224,93.353,94.291,,,,,,,,,,,,,,,,,,,,
224,AE4,GTYE4_CHANNEL_X0Y1,MGTYRXP1_224,93.291,94.229,,,,,,,,,,,,,,,,,,,,
224,AD5,GTYE4_CHANNEL_X0Y1,MGTYTXN1_224,85.411,86.269,,,,,,,,,,,,,,,,,,,,
224,AD6,GTYE4_CHANNEL_X0Y1,MGTYTXP1_224,85.580,86.440,,,,,,,,,,,,,,,,,,,,
224,AD1,GTYE4_CHANNEL_X0Y2,MGTYRXN2_224,94.610,95.561,,,,,,,,,,,,,,,,,,,,
224,AD2,GTYE4_CHANNEL_X0Y2,MGTYRXP2_224,94.488,95.438,,,,,,,,,,,,,,,,,,,,
224,AC3,GTYE4_CHANNEL_X0Y2,MGTYTXN2_224,95.526,96.486,,,,,,,,,,,,,,,,,,,,
224,AC4,GTYE4_CHANNEL_X0Y2,MGTYTXP2_224,95.663,96.624,,,,,,,,,,,,,,,,,,,,
224,AB1,GTYE4_CHANNEL_X0Y3,MGTYRXN3_224,87.018,87.893,,,,,,,,,,,,,,,,,,,,
224,AB2,GTYE4_CHANNEL_X0Y3,MGTYRXP3_224,87.015,87.890,,,,,,,,,,,,,,,,,,,,
224,AB5,GTYE4_CHANNEL_X0Y3,MGTYTXN3_224,73.910,74.652,,,,,,,,,,,,,,,,,,,,
224,AB6,GTYE4_CHANNEL_X0Y3,MGTYTXP3_224,73.718,74.459,,,,,,,,,,,,,,,,,,,,
224,AF7,,MGTRREF_R,104.785,105.839,,,,,,,,,,,,,,,,,,,,
224,AF8,,MGTAVTTRCAL_R,107.381,108.461,,,,,,,,,,,,,,,,,,,,
225,T5,GTYE4_COMMON_X0Y1,MGTREFCLK0N_225,38.342,38.727,,,,,,,,,,,,,,,,,,,,
225,T6,GTYE4_COMMON_X0Y1,MGTREFCLK0P_225,37.661,38.040,,,,,,,,,,,,,,,,,,,,
225,Y1,GTYE4_CHANNEL_X0Y4,MGTYRXN0_225,79.148,79.943,,,,,,,,,,,,,,,,,,,,
225,Y2,GTYE4_CHANNEL_X0Y4,MGTYRXP0_225,79.091,79.885,,,,,,,,,,,,,,,,,,,,
225,AA3,GTYE4_CHANNEL_X0Y4,MGTYTXN0_225,70.307,71.014,,,,,,,,,,,,,,,,,,,,
225,AA4,GTYE4_CHANNEL_X0Y4,MGTYTXP0_225,70.472,71.180,,,,,,,,,,,,,,,,,,,,
225,P5,GTYE4_COMMON_X0Y1,MGTREFCLK1N_225,32.554,32.881,,,,,,,,,,,,,,,,,,,,
225,P6,GTYE4_COMMON_X0Y1,MGTREFCLK1P_225,32.343,32.668,,,,,,,,,,,,,,,,,,,,
225,V1,GTYE4_CHANNEL_X0Y5,MGTYRXN1_225,72.528,73.257,,,,,,,,,,,,,,,,,,,,
225,V2,GTYE4_CHANNEL_X0Y5,MGTYRXP1_225,72.457,73.185,,,,,,,,,,,,,,,,,,,,
225,W3,GTYE4_CHANNEL_X0Y5,MGTYTXN1_225,78.827,79.619,,,,,,,,,,,,,,,,,,,,
225,W4,GTYE4_CHANNEL_X0Y5,MGTYTXP1_225,79.022,79.816,,,,,,,,,,,,,,,,,,,,
225,T1,GTYE4_CHANNEL_X0Y6,MGTYRXN2_225,67.006,67.679,,,,,,,,,,,,,,,,,,,,
225,T2,GTYE4_CHANNEL_X0Y6,MGTYRXP2_225,66.921,67.593,,,,,,,,,,,,,,,,,,,,
225,U3,GTYE4_CHANNEL_X0Y6,MGTYTXN2_225,58.440,59.028,,,,,,,,,,,,,,,,,,,,
225,U4,GTYE4_CHANNEL_X0Y6,MGTYTXP2_225,58.499,59.087,,,,,,,,,,,,,,,,,,,,
225,P1,GTYE4_CHANNEL_X0Y7,MGTYRXN3_225,65.549,66.207,,,,,,,,,,,,,,,,,,,,
225,P2,GTYE4_CHANNEL_X0Y7,MGTYRXP3_225,65.531,66.190,,,,,,,,,,,,,,,,,,,,
225,R3,GTYE4_CHANNEL_X0Y7,MGTYTXN3_225,55.765,56.326,,,,,,,,,,,,,,,,,,,,
225,R4,GTYE4_CHANNEL_X0Y7,MGTYTXP3_225,55.938,56.500,,,,,,,,,,,,,,,,,,,,
226,M5,GTYE4_COMMON_X0Y2,MGTREFCLK0N_226,37.984,38.366,,,,,,,,,,,,,,,,,,,,
226,M6,GTYE4_COMMON_X0Y2,MGTREFCLK0P_226,37.602,37.980,,,,,,,,,,,,,,,,,,,,
226,M1,GTYE4_CHANNEL_X0Y8,MGTYRXN0_226,67.445,68.123,,,,,,,,,,,,,,,,,,,,
226,M2,GTYE4_CHANNEL_X0Y8,MGTYRXP0_226,67.390,68.067,,,,,,,,,,,,,,,,,,,,
226,N3,GTYE4_CHANNEL_X0Y8,MGTYTXN0_226,52.923,53.455,,,,,,,,,,,,,,,,,,,,
226,N4,GTYE4_CHANNEL_X0Y8,MGTYTXP0_226,53.126,53.660,,,,,,,,,,,,,,,,,,,,
226,K5,GTYE4_COMMON_X0Y2,MGTREFCLK1N_226,45.248,45.703,,,,,,,,,,,,,,,,,,,,
226,K6,GTYE4_COMMON_X0Y2,MGTREFCLK1P_226,44.928,45.380,,,,,,,,,,,,,,,,,,,,
